"originalID","Location","Data"
169,"Sierra_Leone","OAG"
169,"Zambia","Huang2013"
169,"State of Palestine","demography"
169,"Belgium","coverage"
170,"Sierra_Leone","WTO"
170,"Singapore","OAG"
170,"Zimbabwe","Huang2013"
170,"Sudan","demography"
170,"Belize","coverage"
171,"Singapore","WTO"
171,"Skorea","OAG"
171,"Suriname","demography"
171,"Canada","coverage"
172,"Skorea","WTO"
172,"Slovakia","OAG"
172,"Swaziland","demography"
172,"Chile","coverage"
173,"Slovakia","WTO"
173,"Slovenia","OAG"
173,"Sweden","demography"
173,"Denmark","coverage"
174,"Slovenia","WTO"
174,"Somalia","OAG"
174,"Switzerland","demography"
174,"Finland","coverage"
175,"Somalia","WTO"
175,"South_Africa","OAG"
175,"Syrian Arab Republic","demography"
175,"France","coverage"
176,"South_Africa","WTO"
176,"Spain","OAG"
176,"Tajikistan","demography"
176,"Germany","coverage"
177,"Spain","WTO"
177,"Sri_Lanka","OAG"
177,"TFYR Macedonia","demography"
177,"Greece","coverage"
178,"Sri_Lanka","WTO"
178,"St_Kitts__Nevis","OAG"
178,"Thailand","demography"
178,"Hong Kong (China)","coverage"
179,"St_Kitts__Nevis","WTO"
179,"St_Lucia","OAG"
179,"Timor-Leste","demography"
179,"Iceland","coverage"
180,"St_Lucia","WTO"
180,"St_Vincent_The_Grenadines","OAG"
180,"Togo","demography"
180,"Ireland","coverage"
181,"St_Vincent_The_Grenadines","WTO"
181,"Sudan","OAG"
181,"Tonga","demography"
181,"Italy","coverage"
182,"Sudan","WTO"
182,"Suriname","OAG"
182,"Trinidad and Tobago","demography"
182,"Japan","coverage"
183,"Suriname","WTO"
183,"Swaziland","OAG"
183,"Tunisia","demography"
183,"Luxembourg","coverage"
184,"Swaziland","WTO"
184,"Sweden","OAG"
184,"Turkey","demography"
184,"Malta","coverage"
185,"Sweden","WTO"
185,"Switzerland","OAG"
185,"Turkmenistan","demography"
185,"Mexico","coverage"
186,"Switzerland","WTO"
186,"Syria","OAG"
186,"Uganda","demography"
186,"Netherlands","coverage"
187,"Syria","WTO"
187,"Taiwan","OAG"
187,"Ukraine","demography"
187,"New Zealand","coverage"
188,"Taiwan","WTO"
188,"Tajikistan","OAG"
188,"United Arab Emirates","demography"
188,"Portugal","coverage"
189,"Tajikistan","WTO"
189,"Tanzania","OAG"
189,"United Kingdom","demography"
189,"Republic of Korea","coverage"
190,"Tanzania","WTO"
190,"Thailand","OAG"
190,"United Republic of Tanzania","demography"
190,"Spain","coverage"
191,"Thailand","WTO"
191,"The_Bahamas","OAG"
191,"United States of America","demography"
191,"Sweden","coverage"
192,"The_Bahamas","WTO"
192,"Timor_Leste","OAG"
192,"United States Virgin Islands","demography"
192,"Switzerland","coverage"
193,"Timor_Leste","WTO"
193,"Togo","OAG"
193,"Uruguay","demography"
193,"United Kingdom","coverage"
194,"Togo","WTO"
194,"Tonga","OAG"
194,"Uzbekistan","demography"
194,"U.S.A.","coverage"
195,"Tonga","WTO"
195,"Trinidad_Tobago","OAG"
195,"Vanuatu","demography"
196,"Trinidad_Tobago","WTO"
196,"Tunisia","OAG"
196,"Venezuela (Bolivarian Republic of)","demography"
197,"Tunisia","WTO"
197,"Turkey","OAG"
197,"Viet Nam","demography"
198,"Turkey","WTO"
198,"Turkmenistan","OAG"
198,"Western Sahara","demography"
199,"Turkmenistan","WTO"
199,"Turks_Caicos_Islands","OAG"
199,"Yemen","demography"
200,"Turks_Caicos_Islands","WTO"
200,"Tuvalu","OAG"
200,"Zambia","demography"
201,"Tuvalu","WTO"
201,"Uganda","OAG"
201,"Zimbabwe","demography"
202,"Uganda","WTO"
202,"Ukraine","OAG"
203,"Ukraine","WTO"
203,"United_Arab_Emirates","OAG"
204,"United_Arab_Emirates","WTO"
204,"United_Kingdom","OAG"
205,"United_Kingdom","WTO"
205,"Uruguay","OAG"
206,"Uruguay","WTO"
206,"USA","OAG"
207,"USA","WTO"
207,"Uzbekistan","OAG"
208,"Uzbekistan","WTO"
208,"Vanuatu","OAG"
209,"Vanuatu","WTO"
209,"Venezuela","OAG"
210,"Venezuela","WTO"
210,"Vietnam","OAG"
211,"Vietnam","WTO"
211,"Virgin_Islands_UK","OAG"
212,"Virgin_Islands_UK","WTO"
212,"Virgin_Islands_US","OAG"
213,"Virgin_Islands_US","WTO"
213,"Yemen","OAG"
214,"Yemen","WTO"
214,"Zambia","OAG"
215,"Zambia","WTO"
215,"Zimbabwe","OAG"
216,"Zimbabwe","WTO"
