"Correct","Location","originalID","Data","correctID"
"Libya","Libya",110,"WTO",127
"Libya","Libya",124,"latitudes",127
"Liechtenstein","Liechtenstein",111,"OAG",128
"Liechtenstein","Liechtenstein",111,"WTO",128
"Liechtenstein","Liechtenstein",125,"latitudes",128
"Lithuania","Lithuania",79,"contacts",129
"Lithuania","Lithuania",90,"Huang2013",129
"Lithuania","Lithuania",106,"demography",129
"Lithuania","Lithuania",112,"OAG",129
"Lithuania","Lithuania",112,"WTO",129
"Lithuania","Lithuania",126,"latitudes",129
"Luxembourg","Luxembourg",80,"contacts",130
"Luxembourg","Luxembourg",107,"demography",130
"Luxembourg","Luxembourg",113,"OAG",130
"Luxembourg","Luxembourg",113,"WTO",130
"Luxembourg","Luxembourg",127,"latitudes",130
"Macao","China, Macao SAR",39,"demography",131
"Macao","Macau",91,"Huang2013",131
"Macao","Macao",114,"OAG",131
"Macao","Macao",114,"WTO",131
"Macao","Macau",128,"latitudes",131
"Macedonia","Macedonia",92,"Huang2013",132
"Macedonia","Macedonia",115,"OAG",132
"Macedonia","Macedonia",115,"WTO",132
"Macedonia","TFYR of Macedonia",133,"contacts",132
"Macedonia","TFYR Macedonia",177,"demography",132
"Macedonia","Macedonia [FYROM]",129,"latitudes",132
"Madagascar","Madagascar",93,"Huang2013",133
"Madagascar","Madagascar",108,"demography",133
"Madagascar","Madagascar",116,"OAG",133
"Madagascar","Madagascar",116,"WTO",133
"Madagascar","Madagascar",130,"latitudes",133
"Malawi","Malawi",94,"Huang2013",134
"Malawi","Malawi",109,"demography",134
"Malawi","Malawi",117,"OAG",134
"Malawi","Malawi",117,"WTO",134
"Malawi","Malawi",131,"latitudes",134
"Malaysia","Malaysia",81,"contacts",135
"Malaysia","Malaysia",95,"Huang2013",135
"Malaysia","Malaysia",110,"demography",135
"Malaysia","Malaysia",118,"OAG",135
"Malaysia","Malaysia",118,"WTO",135
"Malaysia","Malaysia",132,"latitudes",135
"Maldives","Maldives",82,"contacts",136
"Maldives","Maldives",96,"Huang2013",136
"Maldives","Maldives",111,"demography",136
"Maldives","Maldives",119,"OAG",136
"Maldives","Maldives",119,"WTO",136
"Maldives","Maldives",133,"latitudes",136
"Mali","Mali",97,"Huang2013",137
"Mali","Mali",112,"demography",137
"Mali","Mali",120,"OAG",137
"Mali","Mali",120,"WTO",137
"Mali","Mali",134,"latitudes",137
"Malta","Malta",83,"contacts",138
"Malta","Malta",98,"Huang2013",138
"Malta","Malta",113,"demography",138
"Malta","Malta",121,"OAG",138
"Malta","Malta",121,"WTO",138
"Malta","Malta",135,"latitudes",138
"Marshall_Islands","Marshall_Islands",122,"OAG",139
"Marshall_Islands","Marshall_Islands",122,"WTO",139
"Marshall_Islands","Marshall Islands",136,"latitudes",139
"Martinique","Martinique",114,"demography",140
"Martinique","Martinique",123,"OAG",140
"Martinique","Martinique",123,"WTO",140
"Martinique","Martinique",137,"latitudes",140
"Mauritania","Mauritania",84,"contacts",141
"Mauritania","Mauritania",99,"Huang2013",141
"Mauritania","Mauritania",115,"demography",141
"Mauritania","Mauritania",124,"OAG",141
"Mauritania","Mauritania",124,"WTO",141
"Mauritania","Mauritania",138,"latitudes",141
"Mauritius","Mauritius",85,"contacts",142
"Mauritius","Mauritius",116,"demography",142
"Mauritius","Mauritius",125,"OAG",142
"Mauritius","Mauritius",125,"WTO",142
"Mauritius","Mauritius",139,"latitudes",142
"Mayotte","Mayotte",117,"demography",143
"Mayotte","Mayotte",140,"latitudes",143
"Mexico","Mexico",86,"contacts",144
"Mexico","Mexico",100,"Huang2013",144
"Mexico","Mexico",118,"demography",144
"Mexico","Mexico",126,"OAG",144
"Mexico","Mexico",126,"WTO",144
"Mexico","Mexico",141,"latitudes",144
"Micronesia","Micronesia (Fed. States of)",119,"demography",145
"Micronesia","Micronesia",127,"OAG",145
"Micronesia","Micronesia",127,"WTO",145
"Micronesia","Micronesia",142,"latitudes",145
"Moldova","Moldova",101,"Huang2013",146
"Moldova","Moldova",128,"OAG",146
"Moldova","Moldova",128,"WTO",146
"Moldova","Republic of Moldova",146,"demography",146
"Moldova","Moldova",143,"latitudes",146
"Monaco","Monaco",87,"contacts",147
"Monaco","Monaco",129,"OAG",147
"Monaco","Monaco",129,"WTO",147
"Monaco","Monaco",144,"latitudes",147
"Mongolia","Mongolia",88,"contacts",148
"Mongolia","Mongolia",102,"Huang2013",148
"Mongolia","Mongolia",120,"demography",148
"Mongolia","Mongolia",130,"OAG",148
"Mongolia","Mongolia",130,"WTO",148
"Mongolia","Mongolia",145,"latitudes",148
"Montenegro","Montenegro",89,"contacts",149
"Montenegro","Montenegro",103,"Huang2013",149
"Montenegro","Montenegro",121,"demography",149
"Montenegro","Montenegro",146,"latitudes",149
"Montserrat","Montserrat",131,"OAG",150
"Montserrat","Montserrat",131,"WTO",150
"Montserrat","Montserrat",147,"latitudes",150
"Morocco","Morocco",90,"contacts",151
"Morocco","Morocco",104,"Huang2013",151
"Morocco","Morocco",122,"demography",151
"Morocco","Morocco",132,"OAG",151
"Morocco","Morocco",132,"WTO",151
"Morocco","Morocco",148,"latitudes",151
"Mozambique","Mozambique",91,"contacts",152
"Mozambique","Mozambique",105,"Huang2013",152
"Mozambique","Mozambique",123,"demography",152
"Mozambique","Mozambique",133,"OAG",152
"Mozambique","Mozambique",133,"WTO",152
"Mozambique","Mozambique",149,"latitudes",152
"Myanmar","Myanmar",124,"demography",153
"Myanmar","Myanmar [Burma]",150,"latitudes",153
"Namibia","Namibia",92,"contacts",154
"Namibia","Namibia",106,"Huang2013",154
"Namibia","Namibia",125,"demography",154
"Namibia","Namibia",134,"OAG",154
"Namibia","Namibia",134,"WTO",154
"Namibia","Namibia",151,"latitudes",154
"Nauru","Nauru",152,"latitudes",155
"Nepal","Nepal",93,"contacts",156
"Nepal","Nepal",107,"Huang2013",156
"Nepal","Nepal",126,"demography",156
"Nepal","Nepal",135,"OAG",156
"Nepal","Nepal",135,"WTO",156
"Nepal","Nepal",153,"latitudes",156
"Netherlands","Netherlands",94,"contacts",157
"Netherlands","Netherlands",108,"Huang2013",157
"Netherlands","Netherlands",127,"demography",157
"Netherlands","Netherlands",136,"OAG",157
"Netherlands","Netherlands",136,"WTO",157
"Netherlands","Netherlands",154,"latitudes",157
"Netherlands_Antilles","Netherlands_Antilles",137,"OAG",158
"Netherlands_Antilles","Netherlands_Antilles",137,"WTO",158
"Netherlands_Antilles","Netherlands Antilles",155,"latitudes",158
"New_Caledonia","New Caledonia",128,"demography",159
"New_Caledonia","New_Caledonia",138,"OAG",159
"New_Caledonia","New_Caledonia",138,"WTO",159
"New_Caledonia","New Caledonia",156,"latitudes",159
"New_Zealand","New Zealand",95,"contacts",160
"New_Zealand","New Zealand",109,"Huang2013",160
"New_Zealand","New Zealand",129,"demography",160
"New_Zealand","New_Zealand",140,"OAG",160
"New_Zealand","New_Zealand",140,"WTO",160
"New_Zealand","New Zealand",157,"latitudes",160
"Nicaragua","Nicaragua",96,"contacts",161
"Nicaragua","Nicaragua",110,"Huang2013",161
"Nicaragua","Nicaragua",130,"demography",161
"Nicaragua","Nicaragua",141,"OAG",161
"Nicaragua","Nicaragua",141,"WTO",161
"Nicaragua","Nicaragua",158,"latitudes",161
"Niger","Niger",97,"contacts",162
"Niger","Niger",111,"Huang2013",162
"Niger","Niger",131,"demography",162
"Niger","Niger",142,"OAG",162
"Niger","Niger",142,"WTO",162
"Niger","Niger",159,"latitudes",162
"Nigeria","Nigeria",98,"contacts",163
"Nigeria","Nigeria",112,"Huang2013",163
"Nigeria","Nigeria",132,"demography",163
"Nigeria","Nigeria",143,"OAG",163
"Nigeria","Nigeria",143,"WTO",163
"Nigeria","Nigeria",160,"latitudes",163
"Niue","Niue",161,"latitudes",164
"Norfolk_Island","Norfolk Island",162,"latitudes",165
"Northern_Mariana_Islands","Northern_Mariana_Islands",145,"OAG",166
"Northern_Mariana_Islands","Northern_Mariana_Islands",145,"WTO",166
"Northern_Mariana_Islands","Northern Mariana Islands",164,"latitudes",166
"Norway","Norway",114,"Huang2013",167
"Norway","Norway",133,"demography",167
"Norway","Norway",146,"OAG",167
"Norway","Norway",146,"WTO",167
"Norway","Norway",165,"latitudes",167
"Oman","Oman",99,"contacts",168
"Oman","Oman",115,"Huang2013",168
"Oman","Oman",134,"demography",168
"Oman","Oman",147,"OAG",168
"Oman","Oman",147,"WTO",168
"Oman","Oman",166,"latitudes",168
"Pakistan","Pakistan",100,"contacts",169
"Pakistan","Pakistan",116,"Huang2013",169
"Pakistan","Pakistan",135,"demography",169
"Pakistan","Pakistan",148,"OAG",169
"Pakistan","Pakistan",148,"WTO",169
"Pakistan","Pakistan",167,"latitudes",169
"Palau","Palau",149,"OAG",170
"Palau","Palau",149,"WTO",170
"Palau","Palau",168,"latitudes",170
"Palestinian_Territories","Palest_Territory",150,"OAG",171
"Palestinian_Territories","Palest_Territory",150,"WTO",171
"Palestinian_Territories","Palestinian_Territories",NA,"database",171
"Palestinian_Territories","Palestinian_Territories",NA,"database",171
"Palestinian_Territories","Palestinian Territories",169,"latitudes",171
"Panama","Panama",101,"contacts",172
"Panama","Panama",117,"Huang2013",172
"Panama","Panama",136,"demography",172
"Panama","Panama",151,"OAG",172
"Panama","Panama",151,"WTO",172
"Panama","Panama",170,"latitudes",172
"Papua New Guinea","Papua New Guinea",118,"Huang2013",173
"Papua New Guinea","Papua New Guinea",137,"demography",173
"Papua New Guinea","New_Guinea",139,"OAG",173
"Papua New Guinea","New_Guinea",139,"WTO",173
"Papua New Guinea","Papua New Guinea",171,"latitudes",173
"Paraguay","Paraguay",102,"contacts",174
"Paraguay","Paraguay",119,"Huang2013",174
"Paraguay","Paraguay",138,"demography",174
"Paraguay","Paraguay",152,"OAG",174
"Paraguay","Paraguay",152,"WTO",174
"Paraguay","Paraguay",172,"latitudes",174
"Peru","Peru",103,"contacts",175
"Peru","Peru",120,"Huang2013",175
"Peru","Peru",139,"demography",175
"Peru","Peru",153,"OAG",175
"Peru","Peru",153,"WTO",175
"Peru","Peru",173,"latitudes",175
"Philippines","Philippines",104,"contacts",176
"Philippines","Philippines",121,"Huang2013",176
"Philippines","Philippines",140,"demography",176
"Philippines","Philippines",154,"OAG",176
"Philippines","Philippines",154,"WTO",176
"Philippines","Philippines",174,"latitudes",176
"Pitcairn_Islands","Pitcairn Islands",175,"latitudes",177
"Poland","Poland",105,"contacts",178
"Poland","Poland",122,"Huang2013",178
"Poland","Poland",141,"demography",178
"Poland","Poland",155,"OAG",178
"Poland","Poland",155,"WTO",178
"Poland","Poland",176,"latitudes",178
"Portugal","Portugal",106,"contacts",179
"Portugal","Portugal",123,"Huang2013",179
"Portugal","Portugal",142,"demography",179
"Portugal","Portugal",156,"OAG",179
"Portugal","Portugal",156,"WTO",179
"Portugal","Portugal",177,"latitudes",179
"Puerto_Rico","Puerto Rico",124,"Huang2013",180
"Puerto_Rico","Puerto Rico",143,"demography",180
"Puerto_Rico","Puerto_Rico",157,"OAG",180
"Puerto_Rico","Puerto_Rico",157,"WTO",180
"Puerto_Rico","Puerto Rico",178,"latitudes",180
"Qatar","Qatar",107,"contacts",181
"Qatar","Qatar",125,"Huang2013",181
"Qatar","Qatar",144,"demography",181
"Qatar","Qatar",158,"WTO",181
"Qatar","Qatar",179,"latitudes",181
"Republic_of_Congo","Congo",32,"contacts",182
"Republic_of_Congo","Congo (Brazzaville)",34,"Huang2013",182
"Republic_of_Congo","Congo_Brazzaville",42,"OAG",182
"Republic_of_Congo","Congo_Brazzaville",42,"WTO",182
"Republic_of_Congo","Congo",43,"demography",182
"Republic_of_Congo","Republic_of_Congo",NA,"database",182
"Republic_of_Congo","Republic_of_Congo",NA,"database",182
"Republic_of_Congo","Congo [Republic]",51,"latitudes",182
"Republic_of_Korea","Republic of Korea",108,"contacts",183
"Republic_of_Korea","South Korea",141,"Huang2013",183
"Republic_of_Korea","Republic of Korea",145,"demography",183
"Republic_of_Korea","Skorea",171,"OAG",183
"Republic_of_Korea","Skorea",172,"WTO",183
"Republic_of_Korea","Republic_of_Korea",NA,"database",183
"Republic_of_Korea","Republic_of_Korea",NA,"database",183
"Republic_of_Korea","South Korea",204,"latitudes",183
"Reunion","Reunion",126,"Huang2013",184
"Reunion","Réunion",147,"demography",184
"Reunion","Reunion",158,"OAG",184
"Reunion","Reunion",159,"WTO",184
"Reunion","Réunion",180,"latitudes",184
"Romania","Romania",109,"contacts",185
"Romania","Romania",127,"Huang2013",185
"Romania","Romania",148,"demography",185
"Romania","Romania",159,"OAG",185
"Romania","Romania",160,"WTO",185
"Romania","Romania",181,"latitudes",185
"Russia","Russian Federation",110,"contacts",186
"Russia","Russia",128,"Huang2013",186
"Russia","Russian Federation",149,"demography",186
"Russia","Russia",160,"OAG",186
"Russia","Russia",161,"WTO",186
"Russia","Russia",182,"latitudes",186
"Rwanda","Rwanda",111,"contacts",187
"Rwanda","Rwanda",129,"Huang2013",187
"Rwanda","Rwanda",150,"demography",187
"Rwanda","Rwanda",161,"OAG",187
"Rwanda","Rwanda",162,"WTO",187
"Rwanda","Rwanda",183,"latitudes",187
"Saint_Helena","Saint Helena",184,"latitudes",188
"Saint_Kitts_and_Nevis","St_Kitts__Nevis",178,"OAG",189
"Saint_Kitts_and_Nevis","St_Kitts__Nevis",179,"WTO",189
"Saint_Kitts_and_Nevis","Saint_Kitts_and_Nevis",NA,"database",189
"Saint_Kitts_and_Nevis","Saint_Kitts_and_Nevis",NA,"database",189
"Saint_Kitts_and_Nevis","Saint Kitts and Nevis",185,"latitudes",189
"Saint_Lucia","Saint Lucia",112,"contacts",190
"Saint_Lucia","Saint Lucia",151,"demography",190
"Saint_Lucia","St_Lucia",179,"OAG",190
"Saint_Lucia","St_Lucia",180,"WTO",190
"Saint_Lucia","Saint_Lucia",NA,"database",190
"Saint_Lucia","Saint_Lucia",NA,"database",190
"Saint_Lucia","Saint Lucia",186,"latitudes",190
"Saint_Pierre_and_Miquelon","Saint Pierre and Miquelon",187,"latitudes",191
"Saint_Vincent_and_the_Grenadines","Saint Vincent and the Grenadines",152,"demography",192
"Saint_Vincent_and_the_Grenadines","St_Vincent_The_Grenadines",180,"OAG",192
"Saint_Vincent_and_the_Grenadines","St_Vincent_The_Grenadines",181,"WTO",192
"Saint_Vincent_and_the_Grenadines","Saint_Vincent_and_the_Grenadines",NA,"database",192
"Saint_Vincent_and_the_Grenadines","Saint_Vincent_and_the_Grenadines",NA,"database",192
"Saint_Vincent_and_the_Grenadines","Saint Vincent and the Grenadines",188,"latitudes",192
"Samoa","Samoa",113,"contacts",193
"Samoa","Samoa",153,"demography",193
"Samoa","Samoa",162,"OAG",193
"Samoa","Samoa",163,"WTO",193
"Samoa","Samoa",189,"latitudes",193
"San_Marino","San_Marino",163,"OAG",194
"San_Marino","San_Marino",164,"WTO",194
"San_Marino","San Marino",190,"latitudes",194
"Sao_Tome_and_Principe","Sao Tome and Principe ",114,"contacts",195
"Sao_Tome_and_Principe","Sao Tome and Principe",130,"Huang2013",195
"Sao_Tome_and_Principe","Sao Tome and Principe",154,"demography",195
"Sao_Tome_and_Principe","Sao_Tome_Principe",164,"OAG",195
"Sao_Tome_and_Principe","Sao_Tome_Principe",165,"WTO",195
"Sao_Tome_and_Principe","Sao_Tome_and_Principe",NA,"database",195
"Sao_Tome_and_Principe","Sao_Tome_and_Principe",NA,"database",195
"Sao_Tome_and_Principe","São Tomé and Príncipe",191,"latitudes",195
"Saudi_Arabia","Saudi Arabia",115,"contacts",196
"Saudi_Arabia","Saudi Arabia",131,"Huang2013",196
"Saudi_Arabia","Saudi Arabia",155,"demography",196
"Saudi_Arabia","Saudi_Arabia",165,"OAG",196
"Saudi_Arabia","Saudi_Arabia",166,"WTO",196
"Saudi_Arabia","Saudi Arabia",192,"latitudes",196
"Senegal","Senegal",116,"contacts",197
"Senegal","Senegal",132,"Huang2013",197
"Senegal","Senegal",156,"demography",197
"Senegal","Senegal",166,"OAG",197
"Senegal","Senegal",167,"WTO",197
"Senegal","Senegal",193,"latitudes",197
"Serbia","Serbia",117,"contacts",198
"Serbia","Serbia",133,"Huang2013",198
"Serbia","Serbia",157,"demography",198
"Serbia","Serbia",167,"OAG",198
"Serbia","Serbia",168,"WTO",198
"Serbia","Serbia",194,"latitudes",198
"Seychelles","Seychelles",118,"contacts",199
"Seychelles","Seychelles",158,"demography",199
"Seychelles","Seychelles",168,"OAG",199
"Seychelles","Seychelles",169,"WTO",199
"Seychelles","Seychelles",195,"latitudes",199
"Sierra_Leone","Sierra Leone",119,"contacts",200
"Sierra_Leone","Sierra Leone",134,"Huang2013",200
"Sierra_Leone","Sierra Leone",159,"demography",200
"Sierra_Leone","Sierra_Leone",169,"OAG",200
"Sierra_Leone","Sierra_Leone",170,"WTO",200
"Sierra_Leone","Sierra Leone",196,"latitudes",200
"Singapore","Singapore",120,"contacts",201
"Singapore","Singapore",135,"Huang2013",201
"Singapore","Singapore",160,"demography",201
"Singapore","Singapore",170,"OAG",201
"Singapore","Singapore",171,"WTO",201
"Singapore","Singapore",197,"latitudes",201
"Slovakia","Slovakia",121,"contacts",202
"Slovakia","Slovakia",136,"Huang2013",202
"Slovakia","Slovakia",161,"demography",202
"Slovakia","Slovakia",172,"OAG",202
"Slovakia","Slovakia",173,"WTO",202
"Slovakia","Slovakia",198,"latitudes",202
"Slovenia","Slovenia",122,"contacts",203
"Slovenia","Slovenia",137,"Huang2013",203
"Slovenia","Slovenia",162,"demography",203
"Slovenia","Slovenia",173,"OAG",203
"Slovenia","Slovenia",174,"WTO",203
"Slovenia","Slovenia",199,"latitudes",203
"Solomon_Islands","Solomon Islands",123,"contacts",204
"Solomon_Islands","Solomon Islands",138,"Huang2013",204
"Solomon_Islands","Solomon Islands",163,"demography",204
"Solomon_Islands","Solomon_Islands",NA,"database",204
"Solomon_Islands","Solomon_Islands",NA,"database",204
"Solomon_Islands","Solomon Islands",200,"latitudes",204
"Somalia","Somalia",139,"Huang2013",205
"Somalia","Somalia",164,"demography",205
"Somalia","Somalia",174,"OAG",205
"Somalia","Somalia",175,"WTO",205
"Somalia","Somalia",201,"latitudes",205
"South_Africa","South Africa",124,"contacts",206
"South_Africa","South Africa",140,"Huang2013",206
"South_Africa","South Africa",165,"demography",206
"South_Africa","South_Africa",175,"OAG",206
"South_Africa","South_Africa",176,"WTO",206
"South_Africa","South Africa",202,"latitudes",206
"South_Georgia_and_the_South_Sandwich_Islands","South Georgia and the South Sandwich Islands",203,"latitudes",207
"South_Sudan","South Sudan",166,"demography",208
"South_Sudan","South_Sudan",NA,"database",208
"South_Sudan","South_Sudan",NA,"database",208
"Spain","Spain",125,"contacts",209
"Spain","Spain",142,"Huang2013",209
"Spain","Spain",167,"demography",209
"Spain","Spain",176,"OAG",209
"Spain","Spain",177,"WTO",209
"Spain","Spain",205,"latitudes",209
"Sri_Lanka","Sri Lanka",126,"contacts",210
"Sri_Lanka","Sri Lanka",143,"Huang2013",210
"Sri_Lanka","Sri Lanka",168,"demography",210
"Sri_Lanka","Sri_Lanka",177,"OAG",210
"Sri_Lanka","Sri_Lanka",178,"WTO",210
"Sri_Lanka","Sri Lanka",206,"latitudes",210
"State_of_Palestine","State of Palestine",169,"demography",211
"State_of_Palestine","State_of_Palestine",NA,"database",211
"State_of_Palestine","State_of_Palestine",NA,"database",211
"Sudan","Sudan",144,"Huang2013",212
"Sudan","Sudan",170,"demography",212
"Sudan","Sudan",181,"OAG",212
"Sudan","Sudan",182,"WTO",212
"Sudan","Sudan",207,"latitudes",212
"Suriname","Suriname",127,"contacts",213
"Suriname","Suriname",145,"Huang2013",213
"Suriname","Suriname",171,"demography",213
"Suriname","Suriname",182,"OAG",213
"Suriname","Suriname",183,"WTO",213
"Suriname","Suriname",208,"latitudes",213
"Svalbard_and_Jan_Mayen","Svalbard and Jan Mayen",209,"latitudes",214
"Swaziland","Swaziland",146,"Huang2013",215
"Swaziland","Swaziland",172,"demography",215
"Swaziland","Swaziland",183,"OAG",215
"Swaziland","Swaziland",184,"WTO",215
"Swaziland","Swaziland",210,"latitudes",215
"Sweden","Sweden",128,"contacts",216
"Sweden","Sweden",147,"Huang2013",216
"Sweden","Sweden",173,"demography",216
"Sweden","Sweden",184,"OAG",216
"Sweden","Sweden",185,"WTO",216
"Sweden","Sweden",211,"latitudes",216
"Switzerland","Switzerland",129,"contacts",217
"Switzerland","Switzerland",148,"Huang2013",217
"Switzerland","Switzerland",174,"demography",217
"Switzerland","Switzerland",185,"OAG",217
"Switzerland","Switzerland",186,"WTO",217
"Switzerland","Switzerland",212,"latitudes",217
"Syrian_Arab_Republic","Syrian Arab Republic",130,"contacts",218
"Syrian_Arab_Republic","Syria",149,"Huang2013",218
"Syrian_Arab_Republic","Syrian Arab Republic",175,"demography",218
"Syrian_Arab_Republic","Syria",186,"OAG",218
"Syrian_Arab_Republic","Syria",187,"WTO",218
"Syrian_Arab_Republic","Syrian_Arab_Republic",NA,"database",218
"Syrian_Arab_Republic","Syrian_Arab_Republic",NA,"database",218
"Syrian_Arab_Republic","Syria",213,"latitudes",218
"Taiwan","China, Taiwan Province of China",40,"demography",219
"Taiwan","Taiwan",131,"contacts",219
"Taiwan","Taiwan",150,"Huang2013",219
"Taiwan","Taiwan",187,"OAG",219
"Taiwan","Taiwan",188,"WTO",219
"Taiwan","Taiwan",214,"latitudes",219
"Tajikistan","Tajikistan",132,"contacts",220
"Tajikistan","Tajikistan",151,"Huang2013",220
"Tajikistan","Tajikistan",176,"demography",220
"Tajikistan","Tajikistan",188,"OAG",220
"Tajikistan","Tajikistan",189,"WTO",220
"Tajikistan","Tajikistan",215,"latitudes",220
"Tanzania","United Republic of Tanzania",143,"contacts",221
"Tanzania","Tanzania",152,"Huang2013",221
"Tanzania","Tanzania",189,"OAG",221
"Tanzania","Tanzania",190,"WTO",221
"Tanzania","United Republic of Tanzania",190,"demography",221
"Tanzania","Tanzania",216,"latitudes",221
"Thailand","Thailand",134,"contacts",222
"Thailand","Thailand",153,"Huang2013",222
"Thailand","Thailand",178,"demography",222
"Thailand","Thailand",190,"OAG",222
"Thailand","Thailand",191,"WTO",222
"Thailand","Thailand",217,"latitudes",222
"Timor_Leste","Timor-Leste",135,"contacts",223
"Timor_Leste","Timor-Leste",179,"demography",223
"Timor_Leste","Timor_Leste",192,"OAG",223
"Timor_Leste","Timor_Leste",193,"WTO",223
"Timor_Leste","Timor-Leste",218,"latitudes",223
"Togo","Togo",154,"Huang2013",224
"Togo","Togo",180,"demography",224
"Togo","Togo",193,"OAG",224
"Togo","Togo",194,"WTO",224
"Togo","Togo",219,"latitudes",224
"Tokelau","Tokelau",220,"latitudes",225
"Tonga","Tonga",136,"contacts",226
"Tonga","Tonga",181,"demography",226
"Tonga","Tonga",194,"OAG",226
"Tonga","Tonga",195,"WTO",226
"Tonga","Tonga",221,"latitudes",226
"Trinidad_and_Tobago","Trinidad and Tobago",182,"demography",227
"Trinidad_and_Tobago","Trinidad_Tobago",195,"OAG",227
"Trinidad_and_Tobago","Trinidad_Tobago",196,"WTO",227
"Trinidad_and_Tobago","Trinidad_and_Tobago",NA,"database",227
"Trinidad_and_Tobago","Trinidad_and_Tobago",NA,"database",227
"Trinidad_and_Tobago","Trinidad and Tobago",222,"latitudes",227
"Tunisia","Tunisia",137,"contacts",228
"Tunisia","Tunisia",155,"Huang2013",228
"Tunisia","Tunisia",183,"demography",228
"Tunisia","Tunisia",196,"OAG",228
"Tunisia","Tunisia",197,"WTO",228
"Tunisia","Tunisia",223,"latitudes",228
"Turkey","Turkey",138,"contacts",229
"Turkey","Turkey",156,"Huang2013",229
"Turkey","Turkey",184,"demography",229
"Turkey","Turkey",197,"OAG",229
"Turkey","Turkey",198,"WTO",229
"Turkey","Turkey",224,"latitudes",229
"Turkmenistan","Turkmenistan",157,"Huang2013",230
"Turkmenistan","Turkmenistan",185,"demography",230
"Turkmenistan","Turkmenistan",198,"OAG",230
"Turkmenistan","Turkmenistan",199,"WTO",230
"Turkmenistan","Turkmenistan",225,"latitudes",230
"Turks_Caicos_Islands","Turks_Caicos_Islands",199,"OAG",231
"Turks_Caicos_Islands","Turks_Caicos_Islands",200,"WTO",231
"Turks_Caicos_Islands","Turks and Caicos Islands",226,"latitudes",231
"Tuvalu","Tuvalu",200,"OAG",232
"Tuvalu","Tuvalu",201,"WTO",232
"Tuvalu","Tuvalu",227,"latitudes",232
"Uganda","Uganda",139,"contacts",233
"Uganda","Uganda",158,"Huang2013",233
"Uganda","Uganda",186,"demography",233
"Uganda","Uganda",201,"OAG",233
"Uganda","Uganda",202,"WTO",233
"Uganda","Uganda",230,"latitudes",233
"Ukraine","Ukraine",140,"contacts",234
"Ukraine","Ukraine",159,"Huang2013",234
"Ukraine","Ukraine",187,"demography",234
"Ukraine","Ukraine",202,"OAG",234
"Ukraine","Ukraine",203,"WTO",234
"Ukraine","Ukraine",231,"latitudes",234
"United_Arab_Emirates","United Arab Emirates",141,"contacts",235
"United_Arab_Emirates","United Arab Emirates",160,"Huang2013",235
"United_Arab_Emirates","United Arab Emirates",188,"demography",235
"United_Arab_Emirates","United_Arab_Emirates",203,"OAG",235
"United_Arab_Emirates","United_Arab_Emirates",204,"WTO",235
"United_Arab_Emirates","United Arab Emirates",232,"latitudes",235
"United_Kingdom","United Kingdom of Great Britain",142,"contacts",236
"United_Kingdom","United Kingdom",161,"Huang2013",236
"United_Kingdom","United Kingdom",189,"demography",236
"United_Kingdom","United_Kingdom",204,"OAG",236
"United_Kingdom","United_Kingdom",205,"WTO",236
"United_Kingdom","United Kingdom",233,"latitudes",236
"Uruguay","Uruguay",145,"contacts",237
"Uruguay","Uruguay",163,"Huang2013",237
"Uruguay","Uruguay",193,"demography",237
"Uruguay","Uruguay",205,"OAG",237
"Uruguay","Uruguay",206,"WTO",237
"Uruguay","Uruguay",235,"latitudes",237
"USA","United States of America",144,"contacts",238
"USA","United States",162,"Huang2013",238
"USA","United States of America",191,"demography",238
"USA","USA",206,"OAG",238
"USA","USA",207,"WTO",238
"USA","United States",234,"latitudes",238
"US_minor_outlying_islands","U.S. Minor Outlying Islands",228,"latitudes",239
"Uzbekistan","Uzbekistan",146,"contacts",240
"Uzbekistan","Uzbekistan",164,"Huang2013",240
"Uzbekistan","Uzbekistan",194,"demography",240
"Uzbekistan","Uzbekistan",207,"OAG",240
"Uzbekistan","Uzbekistan",208,"WTO",240
"Uzbekistan","Uzbekistan",236,"latitudes",240
"Vanuatu","Vanuatu",147,"contacts",241
"Vanuatu","Vanuatu",195,"demography",241
"Vanuatu","Vanuatu",208,"OAG",241
"Vanuatu","Vanuatu",209,"WTO",241
"Vanuatu","Vanuatu",237,"latitudes",241
"Vatican_City","Vatican City",238,"latitudes",242
"Venezuela","Venezuela (Bolivarian Republic ",148,"contacts",243
"Venezuela","Venezuela",165,"Huang2013",243
"Venezuela","Venezuela (Bolivarian Republic of)",196,"demography",243
"Venezuela","Venezuela",209,"OAG",243
"Venezuela","Venezuela",210,"WTO",243
"Venezuela","Venezuela",239,"latitudes",243
"Vietnam","Viet Nam",149,"contacts",244
"Vietnam","Vietnam",166,"Huang2013",244
"Vietnam","Viet Nam",197,"demography",244
"Vietnam","Vietnam",210,"OAG",244
"Vietnam","Vietnam",211,"WTO",244
"Vietnam","Vietnam",240,"latitudes",244
"Virgin_Islands_UK","Virgin_Islands_UK",211,"OAG",245
"Virgin_Islands_UK","Virgin_Islands_UK",212,"WTO",245
"Virgin_Islands_UK","British Virgin Islands",32,"latitudes",245
"Virgin_Islands_US","United States Virgin Islands",192,"demography",246
"Virgin_Islands_US","Virgin_Islands_US",212,"OAG",246
"Virgin_Islands_US","Virgin_Islands_US",213,"WTO",246
"Virgin_Islands_US","U.S. Virgin Islands",229,"latitudes",246
